Collection_Code,Formula,Prototype
625526,UCo2,Laves(cub)#MgCu2
652976,Tb2Tl,Ni2In#Co1.75Ge
68488,TaS2,NbS2(hP6)
199848,Zr2Fe,CuAl2
150490,ThMn2,Laves(2H)#MgZn2
161895,NiO2,Brucite#Mg(OH)2
646903,NiTe2,BaSi2#EuGe2
96024,Si2W,AlCr2#MoSi2
42275,CdI2,CdI2(hR18)
44604,YbB2,AlB2
53378,DyS2,Laves(cub)#MgCu2
58239,AmIr2,Laves(cub)#MgCu2
201115,PbF2,Fluorite#CaF2
46007,MgCu2,Laves(cub)#MgCu2
630659,ErH2,Fluorite#CaF2
248515,CaSi2,CaSi2(hR6)
105320,PuNi2,Laves(cub)#MgCu2
154609,TiO2,Anatase#TiO2
18190,ZrO2,Baddeleyite#ZrO2(mP12)
181020,CaF2,Fluorite#CaF2
612375,TbAu2,AlCr2#MoSi2
183151,BaSi2,BaSi2(oP24)
649371,PrSi2,ThSi2
190893,TiB2,AlB2
652037,TiSe2,CdI2(hP3)
104994,TmMn2,Laves(2H)#MgZn2
109268,Mn2Nb,Laves(2H)#MgZn2
168682,ErSn2,ZrSi2
32779,HfO2,ZrO2(oP12)
649365,PrSi2,GdSi1.4
9788,CuF2,CuF2
107523,UAs2,UP2#UAs2
650152,TbRe2,Laves(2H)#MgZn2
621973,CeRu2,Laves(cub)#MgCu2
197656,ThSi2,AlB2
105334,ScNi2,Laves(cub)#MgCu2
43816,AmSi2,ThSi2
630856,ErNi2,Laves(cub)#MgCu2
9978,Ge2W,AlCr2#MoSi2
646718,SmNi2,Laves(cub)#MgCu2
615426,ScB2,AlB2
199653,Ta2Si,CuAl2
28709,CeO2,Fluorite#CaF2
5824,NiN2,RhN2
106173,U2Ti,CaHg2
626952,ZrCr2,Laves(cub)#MgCu2
626946,ZrCr2,Laves(cub)#MgCu2
409909,FeSn2,CuAl2
39176,SnO2,Rutile#TiO2
603250,YMn2,Laves(cub)#MgCu2
69999,Co2As,Hf2Co4P3
199647,TiSi2,TiSi2
24641,SiNi2,TiNiSi#MgSrSi
91944,AlO2,InOOH(oP8)
617225,Ti2Bi,Ti2Bi
638749,HfOs2,Laves(2H)#MgZn2
158594,GeO2,Rutile#TiO2
638991,HfV2,Laves(cub)#MgCu2
639457,HoNi2,Laves(cub)#MgCu2
58013,Nb2Al,AlNb2
634173,ZrFe2,Laves(cub)#MgCu2
196945,LaAl2,Laves(cub)#MgCu2
197483,FeAs2,Marcasite#FeS2(oP6)
103590,PrFe2,Laves(cub)#MgCu2
198968,GdAg2,AlCr2#MoSi2
252767,CaC2,CaC2-III(C12/m1)
647823,TbOs2,Laves(2H)#MgZn2
42739,Sb2Ru,Marcasite#FeS2(oP6)
252773,CaC2,CaC2-III(C12/m1)
652584,YSi2,AlB2
246706,ThO2,Fluorite#CaF2
197497,ScGa2,CeCu2
38095,Li2O,Fluorite#CaF2
48214,HgO2,HgO2
624374,NdCo2,Laves(cub)#MgCu2
638985,HfV2,Laves(cub)#MgCu2
619793,DyCd2,Cd2Ce
56002,PbO2,Rutile#TiO2
42077,VP2,OsGe2
120375,Re2C,Re2N
26283,UTe2,UTe2
40106,SiO2,Rutile#TiO2
56764,CaBr2,CaCl2
623341,GdCo2,Laves(cub)#MgCu2
33842,TiO2,Rutile#TiO2
648286,P2W,OsGe2
81028,IrO2,Rutile#TiO2
166452,NiS2,Pyrite#FeS2(cP12)
622739,ErCo2,Laves(cub)#MgCu2
56016,NiS2,Pyrite#FeS2(cP12)
36709,ZrO2,Fluorite#CaF2
643338,PrMn2,Laves(2H)#MgZn2
426518,PI2,P2I4
993,P2Os,Marcasite#FeS2(oP6)
66658,ReSe2,ReSe2
27162,Ni2P,ZrNiAl#Fe2P
652553,Si2W,AlCr2#MoSi2
612163,MnAu2,AlCr2#MoSi2
200948,ScH2,Fluorite#CaF2
196992,WSe2,MoS2(4H)
646532,NiSe2,Pyrite#FeS2(cP12)
262673,SrBr2,SrBr2
616463,TiBe2,Laves(cub)#MgCu2
639480,HoNi2,Laves(cub)#MgCu2
646254,PrNi2,Laves(cub)#MgCu2
198001,ZrMn2,Laves(2H)#MgZn2
197332,ScMn2,Laves(2H)#MgZn2
633813,TbFe2,Laves(cub)#MgCu2
645985,NdSi2,ThSi2
34122,Mn2Nb,Laves(2H)#MgZn2
166485,CrO2,Rutile#TiO2
412681,BaMg2,Laves(2H)#MgZn2
250831,VO2,VO2(HT)
69557,Sb2Te,CdI2(hP9)
199451,EuSi2,ThSi2
30422,HfB2,AlB2
198997,Si2Mo,AlCr2#MoSi2
647604,VO2,MoO2#VO2
34644,SiO2,Quartz(low)#SiO2
25991,CdP2,CdP2
607234,DyAl2,Laves(cub)#MgCu2
647610,VO2,MoO2#VO2
611456,Ta2As,Ta2P
104214,HfMn2,Laves(2H)#MgZn2
615630,UB2,AlB2
102665,SmCo2,Laves(cub)#MgCu2
197468,GdNi2,Laves(cub)#MgCu2
94380,Co2P,TiNiSi#MgSrSi
104572,ThIr2,Laves(cub)#MgCu2
167957,TiO2,Rutile#TiO2
647176,NpO2,Fluorite#CaF2
100714,WSe2,MoS2(4H)
92096,ZrO2,Fluorite#CaF2
34889,SiO2,Keatite#SiO2
150644,Th2Au,CuAl2
607235,DyAl2,Laves(cub)#MgCu2
641506,LaNi2,Laves(cub)#MgCu2
193169,CeO2,Fluorite#CaF2
648244,UP2,UP2#UAs2
167956,TiO2,Rutile#TiO2
640618,In2Te,TiAs2
173923,TiSe2,CdI2(hP3)
10081,EuSb2,CaSb2
186202,Re2P,Re2P
198028,ErAu2,AlCr2#MoSi2
651701,USb2,UP2#UAs2
32552,VF2,Rutile#TiO2
34123,Mn2Nb,Laves(2H)#MgZn2
657370,Ta2S,Ta2S
150650,Zr2U,CaHg2
615625,UB2,AlB2
199450,CaSi2,ThSi2
66665,VO2,Rutile#TiO2
104201,Yb2Tl,Co2Si
259814,SnO2,Rutile#TiO2
196993,WS2,MoS2(4H)
642033,LaTe2,PrOI
197333,ScFe2,Laves(2H)#MgZn2
198000,EuGa2,AlB2
202838,CrO2,Rutile#TiO2
193155,SiO2,Coesite#SiO2
24318,TaSe2,TaS2(6R)
648278,V2P,TiNiSi#MgSrSi
426519,Te2Br,Te2Br
37416,SrN2,Sr(NH2)2
633806,TbFe2,Laves(cub)#MgCu2
31067,MoS2,MoS2(4H)
105645,Yb2Pb,Co2Si
246908,CoSe2,Pyrite#FeS2(cP12)
992,P2Ru,Marcasite#FeS2(oP6)
646527,NiSe2,Pyrite#FeS2(cP12)
649614,SiPt2,ZrNiAl#Fe2P
25947,BeBr2,ZnBr2
26296,NdAl2,Laves(cub)#MgCu2
622738,ErCo2,Laves(cub)#MgCu2
56017,CoS2,Pyrite#FeS2(cP12)
33843,TiO2,Rutile#TiO2
649199,PrPt2,Laves(cub)#MgCu2
638760,HfP2,Co2Si
414232,CaIn2,CaIn2
56003,VO2,Rutile#TiO2
635536,Th2Ga,CuAl2
56765,CaBr2,CaCl2
77973,SiPt2,Pt2Si
107913,AmRh2,Laves(cub)#MgCu2
258539,Mg2Sn,Fluorite#CaF2
250165,CdF2,Fluorite#CaF2
196950,SmGe2,ThSi2
647836,ThOs2,Laves(cub)#MgCu2
252772,CaC2,CaC2-II(C12/c1)#ThC2
630466,ErFe2,MgCu2(filled)-frame
14218,GaCl2,Ga(GaCl4)
634166,ZrFe2,Laves(cub)#MgCu2
624375,NdCo2,Laves(cub)#MgCu2
644481,Te2Mo,MoS2(4H)
634172,ZrFe2,Laves(cub)#MgCu2
84179,NbSe2,NbS2(hP6)
656091,YCo2,Laves(cub)#MgCu2
630314,DySi2,ThSi2
158595,GeO2,Rutile#TiO2
638748,Hf2Os,Ti2Ni
620661,CeCo2,Laves(cub)#MgCu2
651098,TaS2,CdI2(hP3)
647822,TbOs2,Laves(2H)#MgZn2
252766,CaC2,CaC2-II(C12/c1)#ThC2
198969,HoAg2,AlCr2#MoSi2
103591,PrFe2,Laves(cub)#MgCu2
413207,Li2Ca,Laves(cub)#MgCu2
17063,MgCl2,CdI2(hP3)
196944,SmMg2,Laves(cub)#MgCu2
604258,HoCo2,MgCu2(filled)-frame
60764,CdO2,Pyrite#FeS2(cP12)
650609,RuSe2,Pyrite#FeS2(cP12)
626947,ZrCr2,Laves(cub)#MgCu2
106166,ThZn2,AlB2
22231,Ca2N,Sr2N
184171,NdMn2,NdMn2Hx(C2/m11)
617224,ThBi2,PrOI
657600,Li2S,YH2
39177,SnO2,Rutile#TiO2
74705,VO2,MoO2#VO2
626953,ZrCr2,Laves(2H)#MgZn2
5825,NiN2,NaO2
102314,CmPt2,Laves(cub)#MgCu2
647349,ReO2,MoO2#VO2
98785,CoF2,Rutile#TiO2
649364,PrSi2,ThSi2
168683,TmSn2,ZrSi2
32778,HfO2,ZrO2(oP12)
109269,ZrMn2,Laves(2H)#MgZn2
104995,UMn2,Laves(cub)#MgCu2
200593,Ni2H,BiTeI
105335,ScNi2,Laves(cub)#MgCu2
659611,Ca2Sn,TiNiSi#MgSrSi
621972,CeRu2,Laves(cub)#MgCu2
650153,TbRe2,Laves(2H)#MgZn2
9789,CuF2,CuF2
73730,FeF2,Rutile#TiO2
106628,Eu2In,Co2Si
76648,HgCl2,HgCl2
154608,TiO2,Anatase#TiO2
20368,Ag2O,Ag2F
280387,HfV2,Co2Nd
42260,CdI2,CdI2(hP24)
46006,MgZn2,Laves(2H)#MgZn2
201114,PbF2,Fluorite#CaF2
247141,SiO2,Quartz(low)#SiO2
16631,D2Yb,Cotunnite#PbCl2
96025,VSi2,CrSi2
87128,Fe2C,Fe2C
161894,NiO2,Brucite#Mg(OH)2
26080,ZnBr2,CdCl2(3R)
199849,Hf2Fe,Ti2Ni
36293,PI2,P2I4
633423,ScFe2,Laves(2H)#MgZn2
42274,CdI2,CdI2(hR18)
41755,Ba2Si,TiNiSi#MgSrSi
2179,Te2Rh,Pyrite#FeS2(cP12)
625269,CoSn2,CuAl2
105490,NpOs2,Laves(cub)#MgCu2
646094,NpNi2,Laves(cub)#MgCu2
630664,ErNi2,MgCu2(filled)-frame
199861,TiSe2,CdI2(hP3)
57651,AlCr2,AlCr2#MoSi2
248528,CaSi2,ThSi2
58576,Pr2Au,Co2Si
650184,URe2,Re2U
411612,Sr2N,Sr2N
620305,CdS2,Pyrite#FeS2(cP12)
252202,SnS2,CdI2(hP3)
107293,GaPd2,Co2Si
74922,As2Pd,Pyrite#FeS2(cP12)
42248,CdI2,CdI2(hP45)
615221,PuB2,AlB2
26645,PoO2,Fluorite#CaF2
418971,CaZn2,CeCu2
74665,CaC2,CaC2-I(I4/mmm)
647201,NpRu2,Laves(cub)#MgCu2
648132,SiP2,Pyrite#FeS2(cP12)
608270,LaAl2,Laves(cub)#MgCu2
645370,NbSe2,NbS2(hP6)
29210,SiO2,Quartz(low)#SiO2
624942,Sc2Co,CuAl2
154740,NdCo2,NdCo2
652618,Zr2Si,CuAl2
10485,SnF2,SnF2(C2/c)
615553,TcB2,ReB2
154998,PbF2,Cotunnite#PbCl2
103618,ScFe2,Laves(cub)#MgCu2
643715,SmMn2,Laves(2H)#MgZn2
651311,US2,Cotunnite#PbCl2
150526,LuOs2,Laves(2H)#MgZn2
641102,ThIr2,Laves(cub)#MgCu2
74671,LuC2,CaC2-I(I4/mmm)
759759,MnO2,CaCl2
650999,SnS2,CdI2(hP3)
654527,ThH2,ThH2
759771,MnO2,CaCl2
57080,Mn2Ge,Ni2In#Co1.75Ge
230524,ZrB2,AlB2
640234,InPd2,Co2Si
106984,ZrCr2,Laves(2H)#MgZn2
197737,HoFe2,Laves(cub)#MgCu2
122832,Mg2Sn,Fluorite#CaF2
759765,MnO2,CaCl2
198362,ZrCo2,Laves(cub)#MgCu2
101755,Rh2C,Fe2C
616700,In2Bi,Ni2In#Co1.75Ge
42314,CdI2,CdI2(hP36)
631354,EuIr2,Laves(cub)#MgCu2
9164,MgF2,Rutile#TiO2
26686,CaCl2,CaCl2
625321,TaCo2,Laves(cub)#MgCu2
82656,TiO2,Rutile#TiO2
649589,PtSe2,BaSi2#EuGe2
22386,N2O,CO2(cP12)
621621,CeNi2,Laves(cub)#MgCu2
169364,ErFe2,Laves(cub)#MgCu2
93029,ZrO2,Zirconia#ZrO2(HT)
16037,CdAs2,CdAs2
40517,SiO2,Zeolite-ZSM-11-frame
82642,UTe2,UTe2
42300,CdI2,CdI2(hR42)
14146,ZnF2,Rutile#TiO2
609807,AmS2,PrOI
638402,YNi2,MgCu2(filled)-frame
634210,GdGa2,AlB2
26862,TiSe2,CdI2(hP3)
1504,VO2,Rutile#TiO2
640591,Tb2In,Ni2In#Co1.75Ge
620503,TbCd2,Cd2Ce
197938,LaNi2,MgCu2(filled)-frame
58402,CaAu2,CeCu2
621609,CeNi2,Laves(cub)#MgCu2
55126,Rb2Te,Ni2In#Co1.75Ge
634204,GdGa2,AlB2
623778,HfCo2,Laves(cub)#MgCu2
28683,Li2N,Li2NH(Fm-3m)
2596,CrI2,HgI2(oS12)
102710,TmCo2,Laves(cub)#MgCu2
29012,SnS2,CdI2(hP3)
60374,CSe2,CS2
100107,GdC2,CaC2-I(I4/mmm)
80280,BaTe2,SrS2
76270,ZnF2,Rutile#TiO2
633796,TaFe2,Laves(2H)#MgZn2
104413,Ho2In,Ni2In#Co1.75Ge
24244,SbO2,SbO2
607355,Er2Al,Co2Si
420746,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
625692,ZrCo2,Laves(cub)#MgCu2
615751,ZrB2,AlB2
610601,GeAs2,GeAs2
43591,SiRu2,Co2Si
25614,LuSn2,ZrSi2
108567,Y2In,Ni2In#Co1.75Ge
155674,TiFe2,Laves(2H)#MgZn2
644250,MoS2,MoS2(4H)
103432,EuRh2,Laves(cub)#MgCu2
40098,SiO2,Rutile#TiO2
197521,HoCo2,Laves(cub)#MgCu2
652354,TbSi2,AlB2
40926,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
151374,MgNi2,Laves(4H)#MgNi2
44598,TmB2,AlB2
609422,SrAl2,CeCu2
651891,SmSe2,PrOI
650557,Zr2Rh,CuAl2
24278,BMo2,CuAl2
100891,CoSe2,Pyrite#FeS2(cP12)
28442,YO2,YOOH
638172,Hf2Mn,Ti4CoFeH6
164456,CoS2,Pyrite#FeS2(cP12)
49725,TcN2,K2PtCl6
198835,CeSi2,ThSi2
56163,PrC2,CaC2-I(I4/mmm)
42116,NiAs2,Marcasite#FeS2(oP6)
52311,TaSb2,MoAs2
59522,Sc2In,Ni2In#Co1.75Ge
615792,BaC2,CaC2-I(I4/mmm)
637255,NdGe2,ThSi2
196824,Sb2Pt,Pyrite#FeS2(cP12)
625679,ZrCo2,Laves(cub)#MgCu2
191193,DyAl2,Laves(cub)#MgCu2
280740,SiO2,Zeolite-IFR-frame#Si32O64
53999,ThO2,Fluorite#CaF2
88623,TiO2,Rutile#TiO2
169628,TiO2,Rutile#TiO2
55456,PuO2,Fluorite#CaF2
186389,MgB2,AlB2
103397,EuHg2,CaHg2
58166,SrAl2,CeCu2
634006,UFe2,Laves(cub)#MgCu2
53033,HfO2,Fluorite#CaF2
75792,Ni2B,CuAl2
42880,ZrBi2,TiAs2
679660,Cu2Bi,Laves(cub)#MgCu2
196830,NbPt2,MoPt2
632311,HoFe2,Laves(cub)#MgCu2
89277,SiO2,Quartz(low)#SiO2
59526,Sm2In,Ni2In#Co1.75Ge
93549,SiO2,Rutile#TiO2
199285,MgH2,Rutile#TiO2
629709,DyGa2,AlB2
631146,ErSi2,AlB2
169604,TiH2,ThH2
630258,DySe2,PrOI
640973,ScIr2,Laves(cub)#MgCu2
638610,HfMo2,Laves(4H)#MgNi2
238381,CeO2,Fluorite#CaF2
44205,DyB2,AlB2
649957,PuSe2,PrOI
196834,TaPd2,MoPt2
280988,TaS2,NbS2(SmS)1.19_misfit(NbS2_part)
619190,CaCd2,Laves(2H)#MgZn2
53989,CaO2,Brucite#Mg(OH)2
657599,Li2S,YH2
650590,Sb2Ru,Marcasite#FeS2(oP6)
169638,TiO2,Rutile#TiO2
121640,TiO2,Anatase#TiO2
634002,UFe2,Laves(cub)#MgCu2
633779,TaFe2,Laves(2H)#MgZn2
88627,TiO2,Rutile#TiO2
679670,CdF2,Fluorite#CaF2
250015,ZnP2,ZnP2(mP)
68738,MnF2,Rutile#TiO2
104371,YbHg2,Cd2Ce
625696,ZrCo2,Laves(cub)#MgCu2
615755,ZrB2,AlB2
79635,SiO2,Quartz(low)#SiO2
2586,NaS2,Na2S4
100117,YC2,CaC2-I(I4/mmm)
608062,HfAl2,Laves(2H)#MgZn2
109133,Zr2Pd,CuZr2
30235,Sn2Pd,PdSn2(tI48)
103378,Dy2Tl,Ni2In#Co1.75Ge
196175,VO2,VO2(HT)
603889,Si2Os,FeSi2(oS48)
633792,TaFe2,Laves(2H)#MgZn2
199252,TbFe2,Laves(cub)#MgCu2
106214,ZrV2,Laves(cub)#MgCu2
174,SiO2,Quartz(low)#SiO2
108239,CeCo2,Laves(cub)#MgCu2
647007,UNi2,Laves(2H)#MgZn2
657572,GdCo2,Laves(cub)#MgCu2
608076,Hf2Al,CuAl2
651103,TaS2,NbS2(hP6)
150734,HfRe2,Laves(2H)#MgZn2
60370,CaF2,Fluorite#CaF2
102714,UCo2,Laves(cub)#MgCu2
154552,CuO2,Ca1-xCuO2(CuO2-part)
625682,Zr2Co,Ti2Ni
20754,PbO2,PbO2#Fe2N.94
647749,OsS2,Pyrite#FeS2(cP12)
89288,SiO2,Quartz(high)#SiO2
647991,PRh2,Fluorite#CaF2
63651,IO2,I2O4
68704,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
30209,PdCl2,PdCl2
123094,ZrO2,Zirconia#ZrO2(HT)
44588,TaB2,AlB2
649016,Te2Pd,EuGe2#PtTe2
86811,CrSb2,CuAl2
609432,Ta2Al,U#Cr0.49Fe0.51
55491,SiO2,Faujasite-frame#K92Al92Si100O384
648308,ZnP2,ZnP2(mP)
616512,ZrBe2,SmNiSb
56198,ZrH2,Fluorite#CaF2
102728,YCo2,Laves(cub)#MgCu2
612012,In2Au,Fluorite#CaF2
103436,EuSi2,AlB2
28334,XeF2,XeF2
160813,UO2,Pyrite#FeS2(cP12)
107888,Ta2Al,U#Cr0.49Fe0.51
24081,Ti2O,CdI2(hP3)
42304,CdI2,CdI2(hP33)
14142,MnF2,Rutile#TiO2
52117,TaS2,TaS2(6R)
625331,TaCo2,Laves(cub)#MgCu2
635122,PrGa2,AlB2
123269,IrS2,IrS2
82646,UTe2,UTe2
2021,ZnAs2,ZnP2(mP)
10442,La2Sb,La2Sb
615594,TiB2,AlB2
96155,U2Ti,CaHg2
605793,ScAg2,AlCr2#MoSi2
625325,TaCo2,Laves(4H)#MgNi2
82652,UTe2,UTe2
623754,YCo2,MgCu2(filled)-frame
80045,ZrO2,Baddeleyite#ZrO2(mP12)
9160,SiO2,Rutile#TiO2
103185,DyGa2,AlB2
197096,ZrAl2,Laves(2H)#MgZn2
55122,Rb2Te,Ni2In#Co1.75Ge
97277,TiO2,Rutile#TiO2
643936,ZrMn2,Laves(2H)#MgZn2
650786,ZrRu2,Laves(2H)#MgZn2
624007,LaCo2,Laves(cub)#MgCu2
31329,TiO2,Rutile#TiO2
657002,DyGa2,AlB2
106002,ThRu2,Laves(cub)#MgCu2
80092,TiTe2,CdI2(hP3)
150522,GdRu2,Laves(2H)#MgZn2
618073,HoC2,CaC2-I(I4/mmm)
641106,ThIr2,Laves(cub)#MgCu2
612238,Pb2Au,CuAl2
112711,MnO2,MnO2
634599,MgGa2,CaIn2
103608,PuFe2,Laves(cub)#MgCu2
105279,NdPt2,Laves(cub)#MgCu2
645374,NbSe2,NbS2(hP6)
14195,SnF2,Cristobalite#SiO2
90295,D2Eu,Cotunnite#PbCl2
759749,SnO2,CaCl2
154036,TiO2,Baddeleyite#ZrO2(mP12)
104601,YIr2,Laves(cub)#MgCu2
759761,MnO2,CaCl2
200391,TiO2,Rutile#TiO2
122836,Mg2Sn,Fluorite#CaF2
258844,SiN2,Pyrite#FeS2(cP12)
635863,GdIr2,Laves(cub)#MgCu2
27205,SiS2,SiS2(Ibam)
642427,LuMn2,Laves(2H)#MgZn2
604472,RuS2,Pyrite#FeS2(cP12)
60628,TaO2,NbO2
759775,MgF2,CaCl2
191430,Al2Pt,Fluorite#CaF2
42270,CdI2,CdI2(hR12)
44601,B2W,AlB2
15328,TiO2,PbO2#Fe2N.94
633427,ScFe2,Mg2Ni
58228,Zr2Al,Ni2In#Co1.75Ge
632739,Ta2Fe,Co2Ta4N5
160556,CoO2,CoO2
54374,YMn2,Co2Nd
120172,PrAu2,CeCu2
291503,MnS2,Pyrite#FeS2(cP12)
150481,UAl2,Laves(cub)#MgCu2
16635,SnO2,Rutile#TiO2
2141,Ba2Bi,La2Sb
42264,CdI2,CdI2(hP27)
168678,HoSn2,ZrSi2
105480,ZrNi2,Laves(cub)#MgCu2
50648,NbS2,NbS2(oS6)
163705,DyGa2,AlB2
58214,YAl2,Laves(cub)#MgCu2
53341,Cu2Se,SmF2
252206,SnS2,CdI2(hP3)
9982,V2C,Fe2N-zeta
636205,GdPt2,Laves(cub)#MgCu2
650180,TmRe2,Laves(2H)#MgZn2
653489,YbZn2,CeCu2
199871,SmB2,AlB2
643856,UMn2,Laves(cub)#MgCu2
197690,UO2,Fluorite#CaF2
30816,C2N,C6(CN)6
641099,ThIr2,Laves(cub)#MgCu2
42258,CdI2,CdI2(hP18)
121522,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
105494,NpRu2,Laves(cub)#MgCu2
613907,Fe2B,CuAl2
109245,HfAl2,Laves(2H)#MgZn2
106610,ErMn2,Laves(2H)#MgZn2
22221,NiP2,Pyrite#FeS2(cP12)
39167,TiO2,Rutile#TiO2
39173,SnO2,Rutile#TiO2
104013,UGa2,AlB2
624832,CoS2,Pyrite#FeS2(cP12)
43807,AmH2,Fluorite#CaF2
22235,YbSb2,ZrSi2
184175,NdMn2,NdMn2Hx(C2/m11)
626943,ZrCr2,Laves(2H)#MgZn2
158778,TiO2,PbO2#Fe2N.94
653304,Ti2Zn,CuZr2
60760,PtI2,PtI2
26735,K2S,Fluorite#CaF2
402681,Rb2P,Rb2PH
32768,HfO2,Baddeleyite#ZrO2(mP12)
53382,DySi2,AlB2
618885,TbC2,CaC2-I(I4/mmm)
28730,CaF2,Fluorite#CaF2
642547,LuRh2,Laves(cub)#MgCu2
68472,RuS2,Pyrite#FeS2(cP12)
38245,KO2,CaC2-I(I4/mmm)
159328,SrO2,Sr(OH)2
621976,CeRu2,Laves(cub)#MgCu2
101157,DyC2,CaC2-I(I4/mmm)
643895,YMn2,Laves(cub)#MgCu2
201689,SiO2,Zeolite-Theta-1-frame#Si6O12
656240,CeS2,PrOI
639687,HoSb2,HoSb2
649837,VPt2,MoPt2
198789,HfBe2,SmNiSb
40103,SiO2,Rutile#TiO2
56007,RuO2,Rutile#TiO2
105866,PuRu2,Laves(cub)#MgCu2
27826,SiO2,Quartz(low)#SiO2
98568,NbS2,"(Sm,Sr)3Nb2S7"
619972,Cd2Hg,AlCr2#MoSi2
637457,GeO2,Quartz(low)#SiO2
14220,CaBr2,CaCl2
89471,VO2,VO2(mP6)
605383,In2Ag,CuAl2
56013,ZrSe2,CdI2(hP3)
31088,SiO2,Quartz(high)#SiO2
27832,SiO2,Quartz(low)#SiO2
41209,PdF2,PdF2(cP12)
632249,HfFe2,Laves(4H)#MgNi2
649823,VPt2,MoPt2
656903,NdAg2,CeCu2
638002,TbGe2,ThSi2
112498,Na2O,Fluorite#CaF2
197486,FeSi2,FeSi2
102853,TiCr2,Laves(4H)#MgNi2
650382,Sn2Rh,CuAl2
42728,CoTe2,Marcasite#FeS2(oP6)
658906,YSi2,AlB2
252762,CaC2,CaC2-I(I4/mmm)
647826,Te2Os,Pyrite#FeS2(cP12)
158591,GeO2,Rutile#TiO2
8120,MgF2,Rutile#TiO2
100922,HfTe2,CdI2(hP3)
647198,NpRe2,Laves(2H)#MgZn2
638994,HfV2,Laves(cub)#MgCu2
14208,NiCl2,CdCl2(3R)
161310,SiO2,PbO2#Fe2N.94
40895,SiO2,SiO2(C2221)
634162,ZrFe2,Laves(cub)#MgCu2
624371,NdCo2,Laves(cub)#MgCu2
43344,PbCl2,Cotunnite#PbCl2
638980,HfV2,Laves(cub)#MgCu2
620671,CeCo2,Laves(cub)#MgCu2
630462,ErFe2,MgCu2(filled)-frame
252776,CaC2,CaC2-III(C12/m1)
625709,ZrCo2,Laves(cub)#MgCu2
102847,CrSn2,Mg2Cu
615621,UB2,AlB2
82295,USe2,Cotunnite#PbCl2
199454,Hf2Co,Ti2Ni
238222,EuF2,Fluorite#CaF2
62407,SiO2,Quartz(low)#SiO2
647167,Zr2Ni,CuAl2
636946,Mg2Ge,Fluorite#CaF2
634189,ZrFe2,Laves(cub)#MgCu2
412684,SrMg2,Laves(2H)#MgZn2
84182,WSe2,MoS2(4H)
605354,HoAg2,AlCr2#MoSi2
94385,CaC2,CaC2-III(C12/m1)
174090,Ag2O,Cuprite#Cu2O
20146,NdS2,PrOI
653106,TmTe2,PrOI
607231,DyAl2,Laves(cub)#MgCu2
92092,ZrO2,Zirconia#ZrO2(HT)
196773,WS2,MoS2(4H)
646523,NiSe2,Pyrite#FeS2(cP12)
81978,PbCl2,BaCl2
65354,SiO2,Zeolite-ZSM-11-frame
609234,Al2Ru,AlCr2#MoSi2
252979,SiO2,Zeolite(ITQ-58)SiO2
996,Sb2Ru,Marcasite#FeS2(oP6)
644334,MoSe2,MoS2(4H)
199468,GdRe2,Laves(2H)#MgZn2
642745,Mg2Pb,Fluorite#CaF2
652556,Si2W,AlCr2#MoSi2
57480,Re2Si,Re5Si3
26279,AsPd2,Pd2As
103230,ErGa2,AlB2
616466,TiBe2,Laves(cub)#MgCu2
639485,HoNi2,Laves(cub)#MgCu2
42099,NbS2,MoS2(3R)
137181,Fe2S,TiNiSi#MgSrSi
31077,CO2,CO2(cP12)
602412,NdMn2,Laves(2H)#MgZn2
646250,PrNi2,Laves(cub)#MgCu2
111621,CrGe2,AlCr2#MoSi2
290387,HfFe2,Laves(cub)#MgCu2
196996,CeTe2,PrOI
615608,TmB2,AlB2
642744,Mg2Pb,TiNiSi#MgSrSi
199469,TbRe2,Laves(2H)#MgZn2
602360,VO2,MoO2#VO2
644335,MoSe2,MoS2(4H)
997,Sb2Os,Marcasite#FeS2(oP6)
81979,SnCl2,BaCl2
607218,DyAl2,Laves(cub)#MgCu2
646522,NiSe2,Pyrite#FeS2(cP12)
54188,CaC2,CaC2-III(C12/m1)
106349,Li2Ca,Laves(2H)#MgZn2
35204,UO2,Fluorite#CaF2
638956,HfTc2,Laves(2H)#MgZn2
105898,URe2,Re2U
760297,SiO2,SiO2(mS168)
105640,YPb2,ZrSi2
167953,TiO2,Rutile#TiO2
647172,NpO2,Fluorite#CaF2
198039,GaPt2,AlPt2
174091,Ag2O,Cuprite#Cu2O
164282,HoMn2,Laves(cub)#MgCu2
92093,ZrO2,Zirconia#ZrO2(HT)
196772,MoS2,MoS2(3R)
650368,SmRh2,Laves(cub)#MgCu2
679922,ZrFe2,Laves(cub)#MgCu2
611452,Ta2As,Ta2P
607230,DyAl2,Laves(cub)#MgCu2
62406,SiO2,Quartz(low)#SiO2
647600,UO2,Fluorite#CaF2
199455,Hf2Ni,CuAl2
186575,BaC2,CaC2-I(I4/mmm)
112300,Fe2P,TiNiSi#MgSrSi
608671,Nb2Al,U#Cr0.49Fe0.51
72198,TaSe2,NbS2(SmS)1.19_misfit(NbS2_part)
634163,ZrFe2,Laves(cub)#MgCu2
180851,CeO2,Fluorite#CaF2
630463,ErFe2,MgCu2(filled)-frame
